Grubhub_slug,Grubhub_Business_Hours,Uber_Eats_slug,Uber_Eats_Business_Hours,is_out_of_range
,Wednesday: CLOSED - CLOSED,nehasindianrest_marhabaindian_ue,Wednesday: 11:30 - 23:30,Out of Range
,Thursday: CLOSED - CLOSED,nehasindianrest_marhabaindian_ue,Thursday: 11:30 - 23:30,Out of Range
,Friday: CLOSED - CLOSED,nehasindianrest_marhabaindian_ue,Friday: 11:30 - 23:30,Out of Range
,Saturday: CLOSED - CLOSED,nehasindianrest_marhabaindian_ue,Saturday: 11:30 - 23:30,Out of Range
,Sunday: CLOSED - CLOSED,nehasindianrest_marhabaindian_ue,Sunday: 11:30 - 23:30,Out of Range
,Monday: CLOSED - CLOSED,palaceindochnes_marhabaindian_ue,Monday: 11:30 - 23:30,Out of Range
,Tuesday: CLOSED - CLOSED,palaceindochnes_marhabaindian_ue,Tuesday: 11:30 - 23:30,Out of Range
,Wednesday: CLOSED - CLOSED,palaceindochnes_marhabaindian_ue,Wednesday: 11:30 - 23:30,Out of Range
,Thursday: CLOSED - CLOSED,palaceindochnes_marhabaindian_ue,Thursday: 11:30 - 23:30,Out of Range
,Friday: CLOSED - CLOSED,palaceindochnes_marhabaindian_ue,Friday: 11:30 - 23:30,Out of Range
,Saturday: CLOSED - CLOSED,palaceindochnes_marhabaindian_ue,Saturday: 11:30 - 23:30,Out of Range
,Sunday: CLOSED - CLOSED,palaceindochnes_marhabaindian_ue,Sunday: 11:30 - 23:30,Out of Range
,Monday: CLOSED - CLOSED,sizzlintandooro_marhabaindian_ue,Monday: 11:30 - 23:30,Out of Range
,Tuesday: CLOSED - CLOSED,sizzlintandooro_marhabaindian_ue,Tuesday: 11:30 - 23:30,Out of Range
,Wednesday: CLOSED - CLOSED,sizzlintandooro_marhabaindian_ue,Wednesday: 11:30 - 23:30,Out of Range
,Thursday: CLOSED - CLOSED,sizzlintandooro_marhabaindian_ue,Thursday: 11:30 - 23:30,Out of Range
,Friday: CLOSED - CLOSED,sizzlintandooro_marhabaindian_ue,Friday: 11:30 - 23:30,Out of Range
,Saturday: CLOSED - CLOSED,sizzlintandooro_marhabaindian_ue,Saturday: 11:30 - 23:30,Out of Range
,Sunday: CLOSED - CLOSED,sizzlintandooro_marhabaindian_ue,Sunday: 11:30 - 23:30,Out of Range
,Monday: CLOSED - CLOSED,veganindianjoin_marhabaindian_ue,Monday: 11:30 - 23:30,Out of Range
,Tuesday: CLOSED - CLOSED,veganindianjoin_marhabaindian_ue,Tuesday: 11:30 - 23:30,Out of Range
,Wednesday: CLOSED - CLOSED,veganindianjoin_marhabaindian_ue,Wednesday: 11:30 - 23:30,Out of Range
,Thursday: CLOSED - CLOSED,veganindianjoin_marhabaindian_ue,Thursday: 11:30 - 23:30,Out of Range
,Friday: CLOSED - CLOSED,veganindianjoin_marhabaindian_ue,Friday: 11:30 - 23:30,Out of Range
,Saturday: CLOSED - CLOSED,veganindianjoin_marhabaindian_ue,Saturday: 11:30 - 23:30,Out of Range
,Sunday: CLOSED - CLOSED,veganindianjoin_marhabaindian_ue,Sunday: 11:30 - 23:30,Out of Range
,Monday: CLOSED - CLOSED,vegetarianvegan_marhabaindian_ue,Monday: 11:30 - 23:30,Out of Range
,Tuesday: CLOSED - CLOSED,vegetarianvegan_marhabaindian_ue,Tuesday: 11:30 - 23:30,Out of Range
,Wednesday: CLOSED - CLOSED,vegetarianvegan_marhabaindian_ue,Wednesday: 11:30 - 23:30,Out of Range
,Thursday: CLOSED - CLOSED,vegetarianvegan_marhabaindian_ue,Thursday: 11:30 - 23:30,Out of Range
,Friday: CLOSED - CLOSED,vegetarianvegan_marhabaindian_ue,Friday: 11:30 - 23:30,Out of Range
,Saturday: CLOSED - CLOSED,vegetarianvegan_marhabaindian_ue,Saturday: 11:30 - 23:30,Out of Range
,Sunday: CLOSED - CLOSED,vegetarianvegan_marhabaindian_ue,Sunday: 11:30 - 23:30,Out of Range
,Monday: CLOSED - CLOSED,arifsmedit_greenolive_ue,Monday: 08:00 - 22:30,Out of Range
,Tuesday: CLOSED - CLOSED,arifsmedit_greenolive_ue,Tuesday: 08:00 - 22:30,Out of Range
,Wednesday: CLOSED - CLOSED,arifsmedit_greenolive_ue,Wednesday: 08:00 - 22:30,Out of Range
,Thursday: CLOSED - CLOSED,arifsmedit_greenolive_ue,Thursday: 08:00 - 22:30,Out of Range
,Friday: CLOSED - CLOSED,arifsmedit_greenolive_ue,Friday: 08:00 - 22:30,Out of Range
,Saturday: CLOSED - CLOSED,arifsmedit_greenolive_ue,Saturday: 08:00 - 23:30,Out of Range
,Sunday: CLOSED - CLOSED,arifsmedit_greenolive_ue,Sunday: 08:00 - 14:30,Out of Range
,Monday: CLOSED - CLOSED,ambrosialwings_michaelangelosp_ue,Monday: 10:00 - 03:00,Out of Range
,Tuesday: CLOSED - CLOSED,ambrosialwings_michaelangelosp_ue,Tuesday: 10:00 - 03:00,Out of Range
,Wednesday: CLOSED - CLOSED,ambrosialwings_michaelangelosp_ue,Wednesday: 10:00 - 03:00,Out of Range
,Thursday: CLOSED - CLOSED,ambrosialwings_michaelangelosp_ue,Thursday: 10:00 - 03:00,Out of Range
,Friday: CLOSED - CLOSED,ambrosialwings_michaelangelosp_ue,Friday: 10:00 - 03:00,Out of Range
,Saturday: CLOSED - CLOSED,ambrosialwings_michaelangelosp_ue,Saturday: 11:00 - 03:00,Out of Range
,Sunday: CLOSED - CLOSED,ambrosialwings_michaelangelosp_ue,Sunday: 17:00 - 03:00,Out of Range
,Monday: CLOSED - CLOSED,charlieschicken_michaelangelosp_ue,Monday: 10:00 - 03:00,Out of Range
,Tuesday: CLOSED - CLOSED,charlieschicken_michaelangelosp_ue,Tuesday: 10:00 - 03:00,Out of Range
,Wednesday: CLOSED - CLOSED,charlieschicken_michaelangelosp_ue,Wednesday: 10:00 - 03:00,Out of Range
,Thursday: CLOSED - CLOSED,charlieschicken_michaelangelosp_ue,Thursday: 10:00 - 03:00,Out of Range
,Friday: CLOSED - CLOSED,charlieschicken_michaelangelosp_ue,Friday: 10:00 - 03:00,Out of Range
,Saturday: CLOSED - CLOSED,charlieschicken_michaelangelosp_ue,Saturday: 11:00 - 03:00,Out of Range
,Sunday: CLOSED - CLOSED,charlieschicken_michaelangelosp_ue,Sunday: 17:00 - 03:00,Out of Range
,Monday: CLOSED - CLOSED,highlifepizzas_milanspizzeriap_ue,Monday: 11:00 - 02:00,Out of Range
,Tuesday: CLOSED - CLOSED,highlifepizzas_milanspizzeriap_ue,Tuesday: 11:00 - 02:00,Out of Range
,Wednesday: CLOSED - CLOSED,highlifepizzas_milanspizzeriap_ue,Wednesday: 11:00 - 02:00,Out of Range
,Thursday: CLOSED - CLOSED,highlifepizzas_milanspizzeriap_ue,Thursday: 11:00 - 02:00,Out of Range
,Friday: CLOSED - CLOSED,highlifepizzas_milanspizzeriap_ue,Friday: 11:00 - 02:00,Out of Range
,Saturday: CLOSED - CLOSED,highlifepizzas_milanspizzeriap_ue,Saturday: 11:00 - 02:00,Out of Range
,Sunday: CLOSED - CLOSED,highlifepizzas_milanspizzeriap_ue,Sunday: 11:00 - 02:00,Out of Range
,Monday: CLOSED - CLOSED,mariositalianri_milanspizzeriap_ue,Monday: 11:00 - 02:00,Out of Range
,Tuesday: CLOSED - CLOSED,mariositalianri_milanspizzeriap_ue,Tuesday: 11:00 - 02:00,Out of Range
,Wednesday: CLOSED - CLOSED,mariositalianri_milanspizzeriap_ue,Wednesday: 11:00 - 02:00,Out of Range
,Thursday: CLOSED - CLOSED,mariositalianri_milanspizzeriap_ue,Thursday: 11:00 - 02:00,Out of Range
,Friday: CLOSED - CLOSED,mariositalianri_milanspizzeriap_ue,Friday: 11:00 - 02:00,Out of Range
,Saturday: CLOSED - CLOSED,mariositalianri_milanspizzeriap_ue,Saturday: 11:00 - 02:00,Out of Range
,Sunday: CLOSED - CLOSED,mariositalianri_milanspizzeriap_ue,Sunday: 11:00 - 02:00,Out of Range
,Monday: CLOSED - CLOSED,samsscrumptious_milanspizzeriap_ue,Monday: 11:00 - 02:00,Out of Range
,Tuesday: CLOSED - CLOSED,samsscrumptious_milanspizzeriap_ue,Tuesday: 11:00 - 02:00,Out of Range
,Wednesday: CLOSED - CLOSED,samsscrumptious_milanspizzeriap_ue,Wednesday: 11:00 - 02:00,Out of Range
,Thursday: CLOSED - CLOSED,samsscrumptious_milanspizzeriap_ue,Thursday: 11:00 - 02:00,Out of Range
,Friday: CLOSED - CLOSED,samsscrumptious_milanspizzeriap_ue,Friday: 11:00 - 02:00,Out of Range
,Saturday: CLOSED - CLOSED,samsscrumptious_milanspizzeriap_ue,Saturday: 11:00 - 02:00,Out of Range
,Sunday: CLOSED - CLOSED,samsscrumptious_milanspizzeriap_ue,Sunday: 11:00 - 02:00,Out of Range
,Monday: CLOSED - CLOSED,sarahssaladbar_milanspizzeriap_ue,Monday: 11:00 - 02:00,Out of Range
,Tuesday: CLOSED - CLOSED,sarahssaladbar_milanspizzeriap_ue,Tuesday: 11:00 - 02:00,Out of Range
,Wednesday: CLOSED - CLOSED,sarahssaladbar_milanspizzeriap_ue,Wednesday: 11:00 - 02:00,Out of Range
,Thursday: CLOSED - CLOSED,sarahssaladbar_milanspizzeriap_ue,Thursday: 11:00 - 02:00,Out of Range
,Friday: CLOSED - CLOSED,sarahssaladbar_milanspizzeriap_ue,Friday: 11:00 - 02:00,Out of Range
,Saturday: CLOSED - CLOSED,sarahssaladbar_milanspizzeriap_ue,Saturday: 11:00 - 02:00,Out of Range
,Sunday: CLOSED - CLOSED,sarahssaladbar_milanspizzeriap_ue,Sunday: 11:00 - 02:00,Out of Range
,Monday: CLOSED - CLOSED,sicilyscalzoneh_milanspizzeriap_ue,Monday: 11:00 - 02:00,Out of Range
,Tuesday: CLOSED - CLOSED,sicilyscalzoneh_milanspizzeriap_ue,Tuesday: 11:00 - 02:00,Out of Range
,Wednesday: CLOSED - CLOSED,sicilyscalzoneh_milanspizzeriap_ue,Wednesday: 11:00 - 02:00,Out of Range
,Thursday: CLOSED - CLOSED,sicilyscalzoneh_milanspizzeriap_ue,Thursday: 11:00 - 02:00,Out of Range
,Friday: CLOSED - CLOSED,sicilyscalzoneh_milanspizzeriap_ue,Friday: 11:00 - 02:00,Out of Range
,Saturday: CLOSED - CLOSED,sicilyscalzoneh_milanspizzeriap_ue,Saturday: 11:00 - 02:00,Out of Range
,Sunday: CLOSED - CLOSED,sicilyscalzoneh_milanspizzeriap_ue,Sunday: 11:00 - 02:00,Out of Range
,Monday: CLOSED - CLOSED,theburgerbae_milanspizzeriap_ue,Monday: 11:00 - 02:00,Out of Range
,Tuesday: CLOSED - CLOSED,theburgerbae_milanspizzeriap_ue,Tuesday: 11:00 - 02:00,Out of Range
,Wednesday: CLOSED - CLOSED,theburgerbae_milanspizzeriap_ue,Wednesday: 11:00 - 02:00,Out of Range
,Thursday: CLOSED - CLOSED,theburgerbae_milanspizzeriap_ue,Thursday: 11:00 - 02:00,Out of Range
,Friday: CLOSED - CLOSED,theburgerbae_milanspizzeriap_ue,Friday: 11:00 - 02:00,Out of Range
,Saturday: CLOSED - CLOSED,theburgerbae_milanspizzeriap_ue,Saturday: 11:00 - 02:00,Out of Range
,Sunday: CLOSED - CLOSED,theburgerbae_milanspizzeriap_ue,Sunday: 11:00 - 02:00,Out of Range
,Monday: CLOSED - CLOSED,thewingsshack_milanspizzeriap_ue,Monday: 11:00 - 02:00,Out of Range
,Tuesday: CLOSED - CLOSED,thewingsshack_milanspizzeriap_ue,Tuesday: 11:00 - 02:00,Out of Range
,Wednesday: CLOSED - CLOSED,thewingsshack_milanspizzeriap_ue,Wednesday: 11:00 - 02:00,Out of Range
,Thursday: CLOSED - CLOSED,thewingsshack_milanspizzeriap_ue,Thursday: 11:00 - 02:00,Out of Range
,Friday: CLOSED - CLOSED,thewingsshack_milanspizzeriap_ue,Friday: 11:00 - 02:00,Out of Range
,Saturday: CLOSED - CLOSED,thewingsshack_milanspizzeriap_ue,Saturday: 11:00 - 02:00,Out of Range
,Sunday: CLOSED - CLOSED,thewingsshack_milanspizzeriap_ue,Sunday: 11:00 - 02:00,Out of Range
,Monday: CLOSED - CLOSED,mixt-2299broadway_2299broadw_ue,Monday: 10:30 - 20:45,Out of Range
,Tuesday: CLOSED - CLOSED,mixt-2299broadway_2299broadw_ue,Tuesday: 10:30 - 20:45,Out of Range
,Wednesday: CLOSED - CLOSED,mixt-2299broadway_2299broadw_ue,Wednesday: 10:30 - 20:45,Out of Range
,Thursday: CLOSED - CLOSED,mixt-2299broadway_2299broadw_ue,Thursday: 10:30 - 20:45,Out of Range
,Friday: CLOSED - CLOSED,mixt-2299broadway_2299broadw_ue,Friday: 10:30 - 20:45,Out of Range
,Saturday: CLOSED - CLOSED,mixt-2299broadway_2299broadw_ue,Saturday: 10:30 - 20:45,Out of Range
,Sunday: CLOSED - CLOSED,mixt-2299broadway_2299broadw_ue,Sunday: 10:30 - 20:45,Out of Range
,Monday: CLOSED - CLOSED,mixt-2355olivestreet_2355olives_ue,Monday: 11:00 - 20:00,Out of Range
,Tuesday: CLOSED - CLOSED,mixt-2355olivestreet_2355olives_ue,Tuesday: 11:00 - 20:00,Out of Range
,Wednesday: CLOSED - CLOSED,mixt-2355olivestreet_2355olives_ue,Wednesday: 11:00 - 20:00,Out of Range
,Thursday: CLOSED - CLOSED,mixt-2355olivestreet_2355olives_ue,Thursday: 11:00 - 20:00,Out of Range
,Friday: CLOSED - CLOSED,mixt-2355olivestreet_2355olives_ue,Friday: 11:00 - 20:00,Out of Range
,Monday: CLOSED - CLOSED,mixt-240kearnystreet_240kearnys_ue,Monday: 10:30 - 15:00,Out of Range
,Tuesday: CLOSED - CLOSED,mixt-240kearnystreet_240kearnys_ue,Tuesday: 10:30 - 15:00,Out of Range
,Wednesday: CLOSED - CLOSED,mixt-240kearnystreet_240kearnys_ue,Wednesday: 10:30 - 15:00,Out of Range
,Thursday: CLOSED - CLOSED,mixt-240kearnystreet_240kearnys_ue,Thursday: 10:30 - 15:00,Out of Range
,Friday: CLOSED - CLOSED,mixt-240kearnystreet_240kearnys_ue,Friday: 10:30 - 15:00,Out of Range
,Monday: CLOSED - CLOSED,mixt-3130fillmorestreet_3130fillmo_ue,Monday: 10:30 - 20:00,Out of Range
,Tuesday: CLOSED - CLOSED,mixt-3130fillmorestreet_3130fillmo_ue,Tuesday: 10:30 - 20:00,Out of Range
,Wednesday: CLOSED - CLOSED,mixt-3130fillmorestreet_3130fillmo_ue,Wednesday: 10:30 - 20:00,Out of Range
,Thursday: CLOSED - CLOSED,mixt-3130fillmorestreet_3130fillmo_ue,Thursday: 10:30 - 20:00,Out of Range
,Friday: CLOSED - CLOSED,mixt-3130fillmorestreet_3130fillmo_ue,Friday: 10:30 - 20:00,Out of Range
,Saturday: CLOSED - CLOSED,mixt-3130fillmorestreet_3130fillmo_ue,Saturday: 10:30 - 20:00,Out of Range
,Sunday: CLOSED - CLOSED,mixt-3130fillmorestreet_3130fillmo_ue,Sunday: 10:30 - 20:00,Out of Range
,Monday: CLOSED - CLOSED,mixt-51yerbabuenalane_51yerbabue_ue,Monday: 10:30 - 20:00,Out of Range
,Tuesday: CLOSED - CLOSED,mixt-51yerbabuenalane_51yerbabue_ue,Tuesday: 10:30 - 20:00,Out of Range
,Wednesday: CLOSED - CLOSED,mixt-51yerbabuenalane_51yerbabue_ue,Wednesday: 10:30 - 20:00,Out of Range
,Wednesday: CLOSED - CLOSED,mixt-51yerbabuenalane_51yerbabue_ue,Wednesday: 10:30 - 20:00,Out of Range
,Thursday: CLOSED - CLOSED,mixt-51yerbabuenalane_51yerbabue_ue,Thursday: 10:30 - 20:00,Out of Range
,Thursday: CLOSED - CLOSED,mixt-51yerbabuenalane_51yerbabue_ue,Thursday: 10:30 - 20:00,Out of Range
,Friday: CLOSED - CLOSED,mixt-51yerbabuenalane_51yerbabue_ue,Friday: 10:30 - 20:00,Out of Range
,Friday: CLOSED - CLOSED,mixt-51yerbabuenalane_51yerbabue_ue,Friday: 10:30 - 20:00,Out of Range
,Saturday: CLOSED - CLOSED,mixt-51yerbabuenalane_51yerbabue_ue,Saturday: 10:30 - 20:00,Out of Range
,Saturday: CLOSED - CLOSED,mixt-51yerbabuenalane_51yerbabue_ue,Saturday: 10:30 - 20:00,Out of Range
,Sunday: CLOSED - CLOSED,mixt-51yerbabuenalane_51yerbabue_ue,Sunday: 10:30 - 20:00,Out of Range
,Sunday: CLOSED - CLOSED,mixt-51yerbabuenalane_51yerbabue_ue,Sunday: 10:30 - 20:00,Out of Range
,Monday: CLOSED - CLOSED,mixt-560missionstreet_560mission_ue,Monday: 10:30 - 15:00,Out of Range
,Tuesday: CLOSED - CLOSED,mixt-560missionstreet_560mission_ue,Tuesday: 10:30 - 15:00,Out of Range
,Wednesday: CLOSED - CLOSED,mixt-560missionstreet_560mission_ue,Wednesday: 10:30 - 15:00,Out of Range
,Thursday: CLOSED - CLOSED,mixt-560missionstreet_560mission_ue,Thursday: 10:30 - 15:00,Out of Range
,Friday: CLOSED - CLOSED,mixt-560missionstreet_560mission_ue,Friday: 10:30 - 15:00,Out of Range
,Monday: CLOSED - CLOSED,mixt-70missionstreet_70missions_ue,Monday: 10:30 - 15:00,Out of Range
,Tuesday: CLOSED - CLOSED,mixt-70missionstreet_70missions_ue,Tuesday: 10:30 - 15:00,Out of Range
,Wednesday: CLOSED - CLOSED,mixt-70missionstreet_70missions_ue,Wednesday: 10:30 - 15:00,Out of Range
,Thursday: CLOSED - CLOSED,mixt-70missionstreet_70missions_ue,Thursday: 10:30 - 15:00,Out of Range
,Friday: CLOSED - CLOSED,mixt-70missionstreet_70missions_ue,Friday: 10:30 - 15:00,Out of Range
,Monday: CLOSED - CLOSED,mixt-901valenciastreet_901valenci_ue,Monday: 10:30 - 20:40,Out of Range
,Tuesday: CLOSED - CLOSED,mixt-901valenciastreet_901valenci_ue,Tuesday: 10:30 - 20:40,Out of Range
,Wednesday: CLOSED - CLOSED,mixt-901valenciastreet_901valenci_ue,Wednesday: 10:30 - 20:40,Out of Range
,Thursday: CLOSED - CLOSED,mixt-901valenciastreet_901valenci_ue,Thursday: 10:30 - 20:40,Out of Range
,Friday: CLOSED - CLOSED,mixt-901valenciastreet_901valenci_ue,Friday: 10:30 - 20:40,Out of Range
,Saturday: CLOSED - CLOSED,mixt-901valenciastreet_901valenci_ue,Saturday: 10:30 - 20:40,Out of Range
,Sunday: CLOSED - CLOSED,mixt-901valenciastreet_901valenci_ue,Sunday: 10:30 - 20:40,Out of Range
,Monday: CLOSED - CLOSED,mixt-citycentrebishopranch_6000bollin_ue,Monday: 11:00 - 21:00,Out of Range
,Tuesday: CLOSED - CLOSED,mixt-citycentrebishopranch_6000bollin_ue,Tuesday: 11:00 - 21:00,Out of Range
,Wednesday: CLOSED - CLOSED,mixt-citycentrebishopranch_6000bollin_ue,Wednesday: 11:00 - 21:00,Out of Range
,Thursday: CLOSED - CLOSED,mixt-citycentrebishopranch_6000bollin_ue,Thursday: 11:00 - 21:00,Out of Range
,Friday: CLOSED - CLOSED,mixt-citycentrebishopranch_6000bollin_ue,Friday: 11:00 - 21:00,Out of Range
,Saturday: CLOSED - CLOSED,mixt-citycentrebishopranch_6000bollin_ue,Saturday: 11:00 - 21:00,Out of Range
,Sunday: CLOSED - CLOSED,mixt-citycentrebishopranch_6000bollin_ue,Sunday: 11:00 - 21:00,Out of Range
,Monday: CLOSED - CLOSED,mixt-miraclemile_5757wilshi_ue,Monday: 10:30 - 15:00,Out of Range
,Tuesday: CLOSED - CLOSED,mixt-miraclemile_5757wilshi_ue,Tuesday: 10:30 - 15:00,Out of Range
,Wednesday: CLOSED - CLOSED,mixt-miraclemile_5757wilshi_ue,Wednesday: 10:30 - 15:00,Out of Range
,Thursday: CLOSED - CLOSED,mixt-miraclemile_5757wilshi_ue,Thursday: 10:30 - 15:00,Out of Range
,Friday: CLOSED - CLOSED,mixt-miraclemile_5757wilshi_ue,Friday: 10:30 - 15:00,Out of Range
,Monday: CLOSED - CLOSED,mixt-scottsdalequarter_15125north_ue,Monday: 11:00 - 19:45,Out of Range
,Tuesday: CLOSED - CLOSED,mixt-scottsdalequarter_15125north_ue,Tuesday: 11:00 - 19:45,Out of Range
,Wednesday: CLOSED - CLOSED,mixt-scottsdalequarter_15125north_ue,Wednesday: 11:00 - 19:45,Out of Range
,Thursday: CLOSED - CLOSED,mixt-scottsdalequarter_15125north_ue,Thursday: 11:00 - 19:45,Out of Range
,Friday: CLOSED - CLOSED,mixt-scottsdalequarter_15125north_ue,Friday: 11:00 - 19:45,Out of Range
,Saturday: CLOSED - CLOSED,mixt-scottsdalequarter_15125north_ue,Saturday: 11:00 - 19:45,Out of Range
,Sunday: CLOSED - CLOSED,mixt-scottsdalequarter_15125north_ue,Sunday: 11:00 - 19:45,Out of Range
,Monday: CLOSED - CLOSED,mixt-silverlake_3100sunset_ue,Monday: 11:00 - 21:15,Out of Range
,Tuesday: CLOSED - CLOSED,mixt-silverlake_3100sunset_ue,Tuesday: 11:00 - 21:15,Out of Range
,Wednesday: CLOSED - CLOSED,mixt-silverlake_3100sunset_ue,Wednesday: 11:00 - 21:15,Out of Range
,Thursday: CLOSED - CLOSED,mixt-silverlake_3100sunset_ue,Thursday: 11:00 - 21:15,Out of Range
,Friday: CLOSED - CLOSED,mixt-silverlake_3100sunset_ue,Friday: 11:00 - 21:15,Out of Range
,Saturday: CLOSED - CLOSED,mixt-silverlake_3100sunset_ue,Saturday: 11:00 - 21:15,Out of Range
,Sunday: CLOSED - CLOSED,mixt-silverlake_3100sunset_ue,Sunday: 11:00 - 21:15,Out of Range
,Monday: CLOSED - CLOSED,salvatoresparmi_modenapizzaicec_ue,Monday: 11:00 - 02:00,Out of Range
,Tuesday: CLOSED - CLOSED,salvatoresparmi_modenapizzaicec_ue,Tuesday: 11:00 - 02:00,Out of Range
,Wednesday: CLOSED - CLOSED,salvatoresparmi_modenapizzaicec_ue,Wednesday: 11:00 - 02:00,Out of Range
,Thursday: CLOSED - CLOSED,salvatoresparmi_modenapizzaicec_ue,Thursday: 11:00 - 02:00,Out of Range
,Friday: CLOSED - CLOSED,salvatoresparmi_modenapizzaicec_ue,Friday: 11:00 - 02:00,Out of Range
,Saturday: CLOSED - CLOSED,salvatoresparmi_modenapizzaicec_ue,Saturday: 11:00 - 02:00,Out of Range
,Sunday: CLOSED - CLOSED,salvatoresparmi_modenapizzaicec_ue,Sunday: 11:00 - 02:00,Out of Range
,Monday: CLOSED - CLOSED,theitalianpizza_modenapizzaicec_ue,Monday: 11:00 - 02:00,Out of Range
,Tuesday: CLOSED - CLOSED,theitalianpizza_modenapizzaicec_ue,Tuesday: 11:00 - 02:00,Out of Range
,Wednesday: CLOSED - CLOSED,theitalianpizza_modenapizzaicec_ue,Wednesday: 11:00 - 02:00,Out of Range
,Thursday: CLOSED - CLOSED,theitalianpizza_modenapizzaicec_ue,Thursday: 11:00 - 02:00,Out of Range
,Friday: CLOSED - CLOSED,theitalianpizza_modenapizzaicec_ue,Friday: 11:00 - 02:00,Out of Range
,Saturday: CLOSED - CLOSED,theitalianpizza_modenapizzaicec_ue,Saturday: 11:00 - 02:00,Out of Range
,Sunday: CLOSED - CLOSED,theitalianpizza_modenapizzaicec_ue,Sunday: 11:00 - 02:00,Out of Range
,Monday: CLOSED - CLOSED,thepastatwins_modenapizzaicec_ue,Monday: 11:00 - 02:00,Out of Range
,Tuesday: CLOSED - CLOSED,thepastatwins_modenapizzaicec_ue,Tuesday: 11:00 - 02:00,Out of Range
,Wednesday: CLOSED - CLOSED,thepastatwins_modenapizzaicec_ue,Wednesday: 11:00 - 02:00,Out of Range
,Thursday: CLOSED - CLOSED,thepastatwins_modenapizzaicec_ue,Thursday: 11:00 - 02:00,Out of Range
,Friday: CLOSED - CLOSED,thepastatwins_modenapizzaicec_ue,Friday: 11:00 - 02:00,Out of Range
,Saturday: CLOSED - CLOSED,thepastatwins_modenapizzaicec_ue,Saturday: 11:00 - 02:00,Out of Range
,Sunday: CLOSED - CLOSED,thepastatwins_modenapizzaicec_ue,Sunday: 11:00 - 02:00,Out of Range
,Monday: CLOSED - CLOSED,thesaladsnob_modenapizzaicec_ue,Monday: 11:00 - 02:00,Out of Range
,Tuesday: CLOSED - CLOSED,thesaladsnob_modenapizzaicec_ue,Tuesday: 11:00 - 02:00,Out of Range
,Wednesday: CLOSED - CLOSED,thesaladsnob_modenapizzaicec_ue,Wednesday: 11:00 - 02:00,Out of Range
,Thursday: CLOSED - CLOSED,thesaladsnob_modenapizzaicec_ue,Thursday: 11:00 - 02:00,Out of Range
,Friday: CLOSED - CLOSED,thesaladsnob_modenapizzaicec_ue,Friday: 11:00 - 02:00,Out of Range
,Saturday: CLOSED - CLOSED,thesaladsnob_modenapizzaicec_ue,Saturday: 11:00 - 02:00,Out of Range
,Sunday: CLOSED - CLOSED,thesaladsnob_modenapizzaicec_ue,Sunday: 11:00 - 02:00,Out of Range
,Monday: CLOSED - CLOSED,antoniosquesadi_mrpizzaman_ue,Monday: 11:00 - 00:00,Out of Range
,Tuesday: CLOSED - CLOSED,antoniosquesadi_mrpizzaman_ue,Tuesday: 11:00 - 00:00,Out of Range
,Wednesday: CLOSED - CLOSED,antoniosquesadi_mrpizzaman_ue,Wednesday: 11:00 - 00:00,Out of Range
,Thursday: CLOSED - CLOSED,antoniosquesadi_mrpizzaman_ue,Thursday: 11:00 - 00:00,Out of Range
,Friday: CLOSED - CLOSED,antoniosquesadi_mrpizzaman_ue,Friday: 11:00 - 00:00,Out of Range
,Saturday: CLOSED - CLOSED,antoniosquesadi_mrpizzaman_ue,Saturday: 11:00 - 00:00,Out of Range
,Sunday: CLOSED - CLOSED,antoniosquesadi_mrpizzaman_ue,Sunday: 11:00 - 23:00,Out of Range
,Monday: CLOSED - CLOSED,bensbuffalowing_mrpizzaman_ue,Monday: 11:00 - 00:00,Out of Range
,Tuesday: CLOSED - CLOSED,bensbuffalowing_mrpizzaman_ue,Tuesday: 11:00 - 00:00,Out of Range
,Wednesday: CLOSED - CLOSED,bensbuffalowing_mrpizzaman_ue,Wednesday: 11:00 - 00:00,Out of Range
,Thursday: CLOSED - CLOSED,bensbuffalowing_mrpizzaman_ue,Thursday: 11:00 - 00:00,Out of Range
,Friday: CLOSED - CLOSED,bensbuffalowing_mrpizzaman_ue,Friday: 11:00 - 00:00,Out of Range
,Saturday: CLOSED - CLOSED,bensbuffalowing_mrpizzaman_ue,Saturday: 11:00 - 00:00,Out of Range
,Sunday: CLOSED - CLOSED,bensbuffalowing_mrpizzaman_ue,Sunday: 11:00 - 23:00,Out of Range
,Monday: CLOSED - CLOSED,breakfastburrit_mrpizzaman_ue,Monday: 11:00 - 00:00,Out of Range
,Tuesday: CLOSED - CLOSED,breakfastburrit_mrpizzaman_ue,Tuesday: 11:00 - 00:00,Out of Range
,Wednesday: CLOSED - CLOSED,breakfastburrit_mrpizzaman_ue,Wednesday: 11:00 - 00:00,Out of Range
,Thursday: CLOSED - CLOSED,breakfastburrit_mrpizzaman_ue,Thursday: 11:00 - 00:00,Out of Range
,Friday: CLOSED - CLOSED,breakfastburrit_mrpizzaman_ue,Friday: 11:00 - 00:00,Out of Range
,Saturday: CLOSED - CLOSED,breakfastburrit_mrpizzaman_ue,Saturday: 11:00 - 00:00,Out of Range
,Sunday: CLOSED - CLOSED,breakfastburrit_mrpizzaman_ue,Sunday: 11:00 - 23:00,Out of Range
,Monday: CLOSED - CLOSED,devilsburgerbar_mrpizzaman_ue,Monday: 11:00 - 00:00,Out of Range
,Tuesday: CLOSED - CLOSED,devilsburgerbar_mrpizzaman_ue,Tuesday: 11:00 - 00:00,Out of Range
